ProductID,ProductName,Category,Subcategory,Brand,UnitCost,ListPrice,ActiveFlag
4056,Outdoor Product 04056,Outdoor,Lawn & Garden,IronWorks,24.7,36.24,Y
4057,Hardware Product 04057,Hardware,Adhesives,PrimeGear,95.04,210.34,Y
4058,Automotive Product 04058,Automotive,Towing,FieldStone,319.47,607.77,Y
4059,Home Product 04059,Home,Cleaning,NorthPeak,181.24,284.02,Y
4060,Seasonal Product 04060,Seasonal,Heating,PrimeGear,347.49,528.88,Y
4061,Tools Product 04061,Tools,Accessories,IronWorks,293.47,634.66,Y
4062,Building Materials Product 04062,Building Materials,Insulation,ProLine,230.41,279.22,Y
4063,Plumbing Product 04063,Plumbing,Pipes,PrimeGear,51.25,79.13,Y
4064,Electrical Product 04064,Electrical,Lighting,WorkMate,332.33,538.7,Y
4065,Paint Product 04065,Paint,Supplies,HomeEdge,159.08,282.96,Y
4066,Outdoor Product 04066,Outdoor,Patio,NorthPeak,31.77,58.94,Y
4067,Hardware Product 04067,Hardware,Locks,ProLine,446.74,820.44,Y
4068,Automotive Product 04068,Automotive,Fluids,WorkMate,283.9,610.31,Y
4069,Home Product 04069,Home,Safety,PrimeGear,194.0,284.43,Y
4070,Seasonal Product 04070,Seasonal,Holiday,EverBuild,332.21,564.06,Y
4071,Tools Product 04071,Tools,Hand Tools,EverBuild,52.8,107.68,Y
4072,Building Materials Product 04072,Building Materials,Lumber,WorkMate,152.3,223.63,Y
4073,Plumbing Product 04073,Plumbing,Water Heaters,FieldStone,374.73,626.06,Y
4074,Electrical Product 04074,Electrical,Switches,FieldStone,120.99,192.91,Y
4075,Paint Product 04075,Paint,Exterior Paint,UrbanFix,162.31,257.9,Y
4076,Outdoor Product 04076,Outdoor,Lawn & Garden,IronWorks,87.3,121.36,Y
4077,Hardware Product 04077,Hardware,Adhesives,PrimeGear,264.12,531.95,Y
4078,Automotive Product 04078,Automotive,Towing,WorkMate,110.52,186.87,Y
4079,Home Product 04079,Home,Cleaning,EverBuild,204.36,380.99,Y
4080,Seasonal Product 04080,Seasonal,Heating,NorthPeak,78.18,142.38,Y
4081,Tools Product 04081,Tools,Accessories,FieldStone,276.2,612.89,Y
4082,Building Materials Product 04082,Building Materials,Insulation,HomeEdge,432.65,663.94,Y
4083,Plumbing Product 04083,Plumbing,Pipes,EverBuild,391.5,745.94,Y
4084,Electrical Product 04084,Electrical,Lighting,UrbanFix,64.6,92.15,Y
4085,Paint Product 04085,Paint,Supplies,ProLine,49.66,63.8,Y
4086,Outdoor Product 04086,Outdoor,Patio,WorkMate,336.5,627.06,Y
4087,Hardware Product 04087,Hardware,Locks,MaplePro,236.84,297.59,N
4088,Automotive Product 04088,Automotive,Fluids,WorkMate,377.94,460.14,Y
4089,Home Product 04089,Home,Safety,UrbanFix,370.44,720.83,Y
4090,Seasonal Product 04090,Seasonal,Holiday,TrueCraft,121.75,273.68,Y
4091,Tools Product 04091,Tools,Hand Tools,CedarMax,79.74,124.96,Y
4092,Building Materials Product 04092,Building Materials,Lumber,TrueCraft,328.03,420.03,Y
4093,Plumbing Product 04093,Plumbing,Water Heaters,MaplePro,191.88,421.26,Y
4094,Electrical Product 04094,Electrical,Switches,IronWorks,43.76,80.03,Y
4095,Paint Product 04095,Paint,Exterior Paint,WorkMate,256.06,443.72,N
4096,Outdoor Product 04096,Outdoor,Lawn & Garden,IronWorks,168.9,376.33,Y
4097,Hardware Product 04097,Hardware,Adhesives,HomeEdge,293.64,479.6,Y
4098,Automotive Product 04098,Automotive,Towing,HomeEdge,304.99,511.37,Y
4099,Home Product 04099,Home,Cleaning,UrbanFix,425.07,709.21,Y
4100,Seasonal Product 04100,Seasonal,Heating,HomeEdge,151.52,254.68,Y
4101,Tools Product 04101,Tools,Accessories,TrueCraft,116.18,206.05,Y
4102,Building Materials Product 04102,Building Materials,Insulation,FieldStone,339.0,401.06,Y
4103,Plumbing Product 04103,Plumbing,Pipes,IronWorks,413.78,740.55,Y
4104,Electrical Product 04104,Electrical,Lighting,CedarMax,98.44,182.07,Y
4105,Paint Product 04105,Paint,Supplies,TrueCraft,422.84,917.16,Y
4106,Outdoor Product 04106,Outdoor,Patio,ProLine,420.81,683.97,Y
4107,Hardware Product 04107,Hardware,Locks,IronWorks,229.95,367.43,Y
4108,Automotive Product 04108,Automotive,Fluids,HomeEdge,281.77,393.61,Y
4109,Home Product 04109,Home,Safety,CedarMax,331.25,551.43,Y
4110,Seasonal Product 04110,Seasonal,Holiday,HomeEdge,14.01,26.84,Y
4111,Tools Product 04111,Tools,Hand Tools,CedarMax,429.54,847.87,Y
4112,Building Materials Product 04112,Building Materials,Lumber,IronWorks,382.16,823.89,Y
4113,Plumbing Product 04113,Plumbing,Water Heaters,IronWorks,320.29,562.54,N
4114,Electrical Product 04114,Electrical,Switches,IronWorks,426.83,537.84,Y
4115,Paint Product 04115,Paint,Exterior Paint,HomeEdge,199.08,249.37,Y
4116,Outdoor Product 04116,Outdoor,Lawn & Garden,NorthPeak,323.39,521.73,Y
4117,Hardware Product 04117,Hardware,Adhesives,UrbanFix,345.18,435.34,Y
4118,Automotive Product 04118,Automotive,Towing,ProLine,5.77,7.48,Y
4119,Home Product 04119,Home,Cleaning,IronWorks,210.22,263.56,Y
4120,Seasonal Product 04120,Seasonal,Heating,MaplePro,218.26,365.15,Y
4121,Tools Product 04121,Tools,Accessories,UrbanFix,267.84,472.48,Y
4122,Building Materials Product 04122,Building Materials,Insulation,FieldStone,415.97,715.0,Y
4123,Plumbing Product 04123,Plumbing,Pipes,UrbanFix,361.35,592.84,Y
4124,Electrical Product 04124,Electrical,Lighting,ProLine,435.98,932.35,Y
4125,Paint Product 04125,Paint,Supplies,PrimeGear,210.88,296.65,Y
4126,Outdoor Product 04126,Outdoor,Patio,TrueCraft,16.3,23.99,Y
4127,Hardware Product 04127,Hardware,Locks,NorthPeak,324.78,598.6,Y
4128,Automotive Product 04128,Automotive,Fluids,TrueCraft,162.1,255.53,Y
4129,Home Product 04129,Home,Safety,FieldStone,157.57,265.48,Y
4130,Seasonal Product 04130,Seasonal,Holiday,ProLine,259.31,441.09,Y
4131,Tools Product 04131,Tools,Hand Tools,PrimeGear,304.26,382.91,Y
4132,Building Materials Product 04132,Building Materials,Lumber,NorthPeak,119.87,171.96,Y
4133,Plumbing Product 04133,Plumbing,Water Heaters,EverBuild,227.42,315.25,Y
4134,Electrical Product 04134,Electrical,Switches,HomeEdge,149.1,278.94,Y
4135,Paint Product 04135,Paint,Exterior Paint,NorthPeak,235.24,362.15,Y
4136,Outdoor Product 04136,Outdoor,Lawn & Garden,UrbanFix,286.29,508.91,Y
4137,Hardware Product 04137,Hardware,Adhesives,IronWorks,233.64,512.8,Y
4138,Automotive Product 04138,Automotive,Towing,TrueCraft,213.2,305.67,Y
4139,Home Product 04139,Home,Cleaning,PrimeGear,193.31,361.82,Y
4140,Seasonal Product 04140,Seasonal,Heating,NorthPeak,185.69,282.95,Y
4141,Tools Product 04141,Tools,Accessories,TrueCraft,241.99,314.77,Y
4142,Building Materials Product 04142,Building Materials,Insulation,WorkMate,121.32,172.98,Y
4143,Plumbing Product 04143,Plumbing,Pipes,FieldStone,372.14,680.37,Y
4144,Electrical Product 04144,Electrical,Lighting,FieldStone,308.08,431.23,Y
4145,Paint Product 04145,Paint,Supplies,ProLine,98.78,137.92,Y
4146,Outdoor Product 04146,Outdoor,Patio,IronWorks,216.87,389.75,Y
4147,Hardware Product 04147,Hardware,Locks,MaplePro,226.16,295.77,Y
4148,Automotive Product 04148,Automotive,Fluids,HomeEdge,336.13,633.11,Y
4149,Home Product 04149,Home,Safety,CedarMax,286.3,629.21,Y
4150,Seasonal Product 04150,Seasonal,Holiday,CedarMax,226.16,317.56,Y
4151,Tools Product 04151,Tools,Hand Tools,IronWorks,264.53,369.08,Y
4152,Building Materials Product 04152,Building Materials,Lumber,HomeEdge,318.52,601.6,Y
4153,Plumbing Product 04153,Plumbing,Water Heaters,PrimeGear,301.7,483.75,Y
4154,Electrical Product 04154,Electrical,Switches,IronWorks,112.97,135.17,Y
4155,Paint Product 04155,Paint,Exterior Paint,HomeEdge,18.8,32.63,Y
4156,Outdoor Product 04156,Outdoor,Lawn & Garden,EverBuild,295.07,507.13,Y
4157,Hardware Product 04157,Hardware,Adhesives,UrbanFix,304.53,381.23,Y
4158,Automotive Product 04158,Automotive,Towing,ProLine,2.53,3.06,Y
4159,Home Product 04159,Home,Cleaning,IronWorks,10.14,13.13,Y
4160,Seasonal Product 04160,Seasonal,Heating,NorthPeak,234.18,285.43,Y
4161,Tools Product 04161,Tools,Accessories,CedarMax,411.42,918.27,Y
4162,Building Materials Product 04162,Building Materials,Insulation,IronWorks,107.28,156.57,Y
4163,Plumbing Product 04163,Plumbing,Pipes,FieldStone,378.86,470.66,Y
4164,Electrical Product 04164,Electrical,Lighting,FieldStone,150.17,194.58,Y
4165,Paint Product 04165,Paint,Supplies,ProLine,442.02,766.96,Y
4166,Outdoor Product 04166,Outdoor,Patio,FieldStone,378.12,471.45,Y
4167,Hardware Product 04167,Hardware,Locks,UrbanFix,282.22,568.36,Y
4168,Automotive Product 04168,Automotive,Fluids,FieldStone,166.5,254.8,Y
4169,Home Product 04169,Home,Safety,NorthPeak,384.65,821.04,Y
4170,Seasonal Product 04170,Seasonal,Holiday,TrueCraft,161.02,237.78,Y
4171,Tools Product 04171,Tools,Hand Tools,WorkMate,398.43,695.59,Y
4172,Building Materials Product 04172,Building Materials,Lumber,ProLine,359.9,757.01,Y
4173,Plumbing Product 04173,Plumbing,Water Heaters,UrbanFix,139.84,275.62,Y
4174,Electrical Product 04174,Electrical,Switches,WorkMate,91.74,191.56,Y
4175,Paint Product 04175,Paint,Exterior Paint,UrbanFix,325.81,696.21,Y
4176,Outdoor Product 04176,Outdoor,Lawn & Garden,UrbanFix,316.53,545.26,Y
4177,Hardware Product 04177,Hardware,Adhesives,FieldStone,181.33,407.33,Y
4178,Automotive Product 04178,Automotive,Towing,MaplePro,371.28,785.54,Y
4179,Home Product 04179,Home,Cleaning,ProLine,18.81,28.18,Y
4180,Seasonal Product 04180,Seasonal,Heating,TrueCraft,393.95,657.39,Y
4181,Tools Product 04181,Tools,Accessories,IronWorks,356.26,584.13,Y
4182,Building Materials Product 04182,Building Materials,Insulation,PrimeGear,47.83,82.34,Y
4183,Plumbing Product 04183,Plumbing,Pipes,EverBuild,134.91,172.47,Y
4184,Electrical Product 04184,Electrical,Lighting,NorthPeak,141.78,258.79,Y
4185,Paint Product 04185,Paint,Supplies,PrimeGear,412.43,789.43,Y
4186,Outdoor Product 04186,Outdoor,Patio,CedarMax,104.52,201.02,Y
4187,Hardware Product 04187,Hardware,Locks,TrueCraft,419.74,800.43,Y
4188,Automotive Product 04188,Automotive,Fluids,EverBuild,44.4,62.98,Y
4189,Home Product 04189,Home,Safety,IronWorks,164.5,342.32,Y
4190,Seasonal Product 04190,Seasonal,Holiday,PrimeGear,171.1,283.03,Y
4191,Tools Product 04191,Tools,Hand Tools,IronWorks,363.49,692.65,Y
4192,Building Materials Product 04192,Building Materials,Lumber,NorthPeak,336.68,654.94,Y
4193,Plumbing Product 04193,Plumbing,Water Heaters,FieldStone,435.04,551.44,Y
4194,Electrical Product 04194,Electrical,Switches,NorthPeak,198.98,248.63,Y
4195,Paint Product 04195,Paint,Exterior Paint,WorkMate,377.6,699.57,Y
4196,Outdoor Product 04196,Outdoor,Lawn & Garden,IronWorks,20.19,41.3,Y
4197,Hardware Product 04197,Hardware,Adhesives,ProLine,391.62,705.69,Y
4198,Automotive Product 04198,Automotive,Towing,UrbanFix,286.7,516.2,Y
4199,Home Product 04199,Home,Cleaning,UrbanFix,67.23,120.49,Y
4200,Seasonal Product 04200,Seasonal,Heating,MaplePro,31.66,60.72,Y
4201,Tools Product 04201,Tools,Accessories,EverBuild,442.9,887.28,Y
4202,Building Materials Product 04202,Building Materials,Insulation,ProLine,369.27,800.49,Y
4203,Plumbing Product 04203,Plumbing,Pipes,PrimeGear,132.33,167.8,Y
4204,Electrical Product 04204,Electrical,Lighting,CedarMax,131.09,255.71,Y
4205,Paint Product 04205,Paint,Supplies,TrueCraft,179.19,343.36,Y
4206,Outdoor Product 04206,Outdoor,Patio,IronWorks,179.36,288.02,N
4207,Hardware Product 04207,Hardware,Locks,ProLine,226.09,295.45,Y
4208,Automotive Product 04208,Automotive,Fluids,NorthPeak,15.15,30.03,Y
4209,Home Product 04209,Home,Safety,HomeEdge,292.24,447.22,Y
4210,Seasonal Product 04210,Seasonal,Holiday,PrimeGear,233.76,325.53,Y
4211,Tools Product 04211,Tools,Hand Tools,TrueCraft,306.99,456.01,Y
4212,Building Materials Product 04212,Building Materials,Lumber,TrueCraft,440.81,588.6,Y
4213,Plumbing Product 04213,Plumbing,Water Heaters,HomeEdge,189.48,241.62,Y
4214,Electrical Product 04214,Electrical,Switches,MaplePro,69.0,133.54,Y
4215,Paint Product 04215,Paint,Exterior Paint,WorkMate,419.89,622.7,Y
4216,Outdoor Product 04216,Outdoor,Lawn & Garden,IronWorks,120.07,237.71,Y
4217,Hardware Product 04217,Hardware,Adhesives,HomeEdge,247.22,442.57,Y
4218,Automotive Product 04218,Automotive,Towing,UrbanFix,96.06,168.14,Y
4219,Home Product 04219,Home,Cleaning,IronWorks,90.39,162.19,Y
4220,Seasonal Product 04220,Seasonal,Heating,MaplePro,231.16,313.08,Y
4221,Tools Product 04221,Tools,Accessories,HomeEdge,4.14,5.18,Y
4222,Building Materials Product 04222,Building Materials,Insulation,UrbanFix,38.11,57.36,Y
4223,Plumbing Product 04223,Plumbing,Pipes,UrbanFix,90.45,124.1,N
4224,Electrical Product 04224,Electrical,Lighting,FieldStone,323.15,508.18,Y
4225,Paint Product 04225,Paint,Supplies,WorkMate,231.13,340.22,Y
4226,Outdoor Product 04226,Outdoor,Patio,HomeEdge,148.85,208.01,Y
4227,Hardware Product 04227,Hardware,Locks,NorthPeak,135.74,271.85,Y
4228,Automotive Product 04228,Automotive,Fluids,MaplePro,28.09,38.36,Y
4229,Home Product 04229,Home,Safety,TrueCraft,234.4,330.47,Y
4230,Seasonal Product 04230,Seasonal,Holiday,PrimeGear,143.4,243.82,Y
4231,Tools Product 04231,Tools,Hand Tools,EverBuild,260.44,571.79,Y
4232,Building Materials Product 04232,Building Materials,Lumber,UrbanFix,333.64,547.09,Y
4233,Plumbing Product 04233,Plumbing,Water Heaters,FieldStone,87.04,179.22,Y
4234,Electrical Product 04234,Electrical,Switches,IronWorks,381.15,552.81,N
4235,Paint Product 04235,Paint,Exterior Paint,TrueCraft,182.8,319.38,Y
4236,Outdoor Product 04236,Outdoor,Lawn & Garden,ProLine,67.89,96.77,Y
4237,Hardware Product 04237,Hardware,Adhesives,CedarMax,175.46,282.65,Y
4238,Automotive Product 04238,Automotive,Towing,EverBuild,123.36,251.83,Y
4239,Home Product 04239,Home,Cleaning,ProLine,176.9,317.61,Y
4240,Seasonal Product 04240,Seasonal,Heating,IronWorks,71.88,85.99,Y
4241,Tools Product 04241,Tools,Accessories,CedarMax,18.79,29.77,Y
4242,Building Materials Product 04242,Building Materials,Insulation,CedarMax,323.41,478.59,Y
4243,Plumbing Product 04243,Plumbing,Pipes,UrbanFix,108.99,182.99,Y
4244,Electrical Product 04244,Electrical,Lighting,NorthPeak,399.26,893.28,Y
4245,Paint Product 04245,Paint,Supplies,EverBuild,426.22,546.52,Y
4246,Outdoor Product 04246,Outdoor,Patio,TrueCraft,193.78,272.91,Y
4247,Hardware Product 04247,Hardware,Locks,PrimeGear,206.23,372.13,Y
4248,Automotive Product 04248,Automotive,Fluids,WorkMate,386.29,685.82,Y
4249,Home Product 04249,Home,Safety,UrbanFix,176.93,241.85,Y
4250,Seasonal Product 04250,Seasonal,Holiday,CedarMax,337.54,521.05,Y
4251,Tools Product 04251,Tools,Hand Tools,WorkMate,415.59,689.01,Y
4252,Building Materials Product 04252,Building Materials,Lumber,FieldStone,90.53,131.46,Y
4253,Plumbing Product 04253,Plumbing,Water Heaters,IronWorks,281.56,422.76,Y
4254,Electrical Product 04254,Electrical,Switches,ProLine,270.89,470.6,Y
4255,Paint Product 04255,Paint,Exterior Paint,WorkMate,416.21,877.53,Y
4256,Outdoor Product 04256,Outdoor,Lawn & Garden,ProLine,43.4,76.62,Y
4257,Hardware Product 04257,Hardware,Adhesives,TrueCraft,410.01,810.43,Y
4258,Automotive Product 04258,Automotive,Towing,CedarMax,400.18,613.27,Y
4259,Home Product 04259,Home,Cleaning,UrbanFix,420.64,635.54,Y
4260,Seasonal Product 04260,Seasonal,Heating,NorthPeak,253.02,524.22,Y
4261,Tools Product 04261,Tools,Accessories,NorthPeak,193.16,355.11,Y
4262,Building Materials Product 04262,Building Materials,Insulation,PrimeGear,334.29,469.35,Y
4263,Plumbing Product 04263,Plumbing,Pipes,NorthPeak,273.44,333.08,Y
4264,Electrical Product 04264,Electrical,Lighting,EverBuild,123.09,253.81,Y
4265,Paint Product 04265,Paint,Supplies,MaplePro,340.51,654.13,Y
4266,Outdoor Product 04266,Outdoor,Patio,IronWorks,205.66,350.2,Y
4267,Hardware Product 04267,Hardware,Locks,FieldStone,121.58,252.13,Y
4268,Automotive Product 04268,Automotive,Fluids,ProLine,264.17,539.81,Y
4269,Home Product 04269,Home,Safety,MaplePro,149.61,290.56,Y
4270,Seasonal Product 04270,Seasonal,Holiday,CedarMax,6.04,12.78,Y
4271,Tools Product 04271,Tools,Hand Tools,FieldStone,221.94,419.1,Y
4272,Building Materials Product 04272,Building Materials,Lumber,FieldStone,177.9,349.96,Y
4273,Plumbing Product 04273,Plumbing,Water Heaters,WorkMate,68.06,99.02,Y
4274,Electrical Product 04274,Electrical,Switches,NorthPeak,436.5,781.47,Y
4275,Paint Product 04275,Paint,Exterior Paint,EverBuild,434.16,576.35,Y
4276,Outdoor Product 04276,Outdoor,Lawn & Garden,TrueCraft,307.77,612.67,Y
4277,Hardware Product 04277,Hardware,Adhesives,HomeEdge,211.82,472.32,Y
4278,Automotive Product 04278,Automotive,Towing,HomeEdge,88.1,121.15,Y
4279,Home Product 04279,Home,Cleaning,IronWorks,148.32,273.78,N
4280,Seasonal Product 04280,Seasonal,Heating,MaplePro,436.12,625.89,Y
4281,Tools Product 04281,Tools,Accessories,UrbanFix,34.84,59.7,Y
4282,Building Materials Product 04282,Building Materials,Insulation,FieldStone,334.48,549.9,Y
4283,Plumbing Product 04283,Plumbing,Pipes,HomeEdge,340.9,667.59,Y
4284,Electrical Product 04284,Electrical,Lighting,ProLine,274.6,578.92,Y
4285,Paint Product 04285,Paint,Supplies,ProLine,128.52,208.48,Y
4286,Outdoor Product 04286,Outdoor,Patio,CedarMax,119.46,197.09,Y
4287,Hardware Product 04287,Hardware,Locks,NorthPeak,113.28,173.85,Y
4288,Automotive Product 04288,Automotive,Fluids,UrbanFix,409.39,849.01,Y
4289,Home Product 04289,Home,Safety,EverBuild,177.49,320.97,Y
4290,Seasonal Product 04290,Seasonal,Holiday,ProLine,205.72,412.28,Y
4291,Tools Product 04291,Tools,Hand Tools,HomeEdge,436.4,646.0,Y
4292,Building Materials Product 04292,Building Materials,Lumber,EverBuild,264.46,570.94,Y
4293,Plumbing Product 04293,Plumbing,Water Heaters,WorkMate,71.4,102.03,Y
4294,Electrical Product 04294,Electrical,Switches,FieldStone,236.7,351.51,Y
4295,Paint Product 04295,Paint,Exterior Paint,NorthPeak,188.08,269.37,Y
4296,Outdoor Product 04296,Outdoor,Lawn & Garden,HomeEdge,343.87,639.33,Y
4297,Hardware Product 04297,Hardware,Adhesives,FieldStone,282.42,425.3,Y
4298,Automotive Product 04298,Automotive,Towing,HomeEdge,3.33,5.42,Y
4299,Home Product 04299,Home,Cleaning,WorkMate,142.53,291.7,Y
4300,Seasonal Product 04300,Seasonal,Heating,NorthPeak,302.53,660.79,Y
4301,Tools Product 04301,Tools,Accessories,IronWorks,156.75,207.76,Y
4302,Building Materials Product 04302,Building Materials,Insulation,FieldStone,351.16,778.61,Y
4303,Plumbing Product 04303,Plumbing,Pipes,ProLine,441.08,568.37,Y
4304,Electrical Product 04304,Electrical,Lighting,CedarMax,236.05,347.29,Y
4305,Paint Product 04305,Paint,Supplies,IronWorks,117.1,204.84,Y
4306,Outdoor Product 04306,Outdoor,Patio,CedarMax,140.85,212.5,Y
4307,Hardware Product 04307,Hardware,Locks,PrimeGear,148.56,287.91,Y
4308,Automotive Product 04308,Automotive,Fluids,MaplePro,423.99,611.64,Y
4309,Home Product 04309,Home,Safety,TrueCraft,242.22,364.69,Y
4310,Seasonal Product 04310,Seasonal,Holiday,TrueCraft,279.66,581.72,Y
4311,Tools Product 04311,Tools,Hand Tools,IronWorks,105.8,237.81,Y
4312,Building Materials Product 04312,Building Materials,Lumber,IronWorks,46.91,72.95,Y
4313,Plumbing Product 04313,Plumbing,Water Heaters,MaplePro,64.23,94.56,Y
4314,Electrical Product 04314,Electrical,Switches,CedarMax,23.86,30.21,N
4315,Paint Product 04315,Paint,Exterior Paint,TrueCraft,368.47,625.26,Y
4316,Outdoor Product 04316,Outdoor,Lawn & Garden,MaplePro,201.52,264.31,Y
4317,Hardware Product 04317,Hardware,Adhesives,CedarMax,145.33,200.27,Y
4318,Automotive Product 04318,Automotive,Towing,UrbanFix,345.83,531.51,Y
4319,Home Product 04319,Home,Cleaning,ProLine,301.55,469.96,Y
4320,Seasonal Product 04320,Seasonal,Heating,MaplePro,190.1,235.97,Y
4321,Tools Product 04321,Tools,Accessories,UrbanFix,278.72,461.93,Y
4322,Building Materials Product 04322,Building Materials,Insulation,ProLine,416.75,617.49,Y
4323,Plumbing Product 04323,Plumbing,Pipes,UrbanFix,199.28,262.44,Y
4324,Electrical Product 04324,Electrical,Lighting,FieldStone,335.72,635.05,Y
4325,Paint Product 04325,Paint,Supplies,ProLine,269.06,365.22,Y
4326,Outdoor Product 04326,Outdoor,Patio,MaplePro,344.66,507.36,Y
4327,Hardware Product 04327,Hardware,Locks,FieldStone,358.76,744.21,Y
4328,Automotive Product 04328,Automotive,Fluids,FieldStone,325.49,574.11,Y
4329,Home Product 04329,Home,Safety,ProLine,50.13,100.62,Y
4330,Seasonal Product 04330,Seasonal,Holiday,CedarMax,415.68,559.02,Y
4331,Tools Product 04331,Tools,Hand Tools,EverBuild,421.15,645.09,Y
4332,Building Materials Product 04332,Building Materials,Lumber,NorthPeak,116.09,170.77,Y
4333,Plumbing Product 04333,Plumbing,Water Heaters,EverBuild,37.64,72.51,Y
4334,Electrical Product 04334,Electrical,Switches,UrbanFix,351.17,681.19,N
4335,Paint Product 04335,Paint,Exterior Paint,NorthPeak,194.36,346.9,Y
4336,Outdoor Product 04336,Outdoor,Lawn & Garden,HomeEdge,436.88,716.14,Y
4337,Hardware Product 04337,Hardware,Adhesives,HomeEdge,67.46,113.59,Y
4338,Automotive Product 04338,Automotive,Towing,FieldStone,248.3,491.34,Y
4339,Home Product 04339,Home,Cleaning,IronWorks,351.31,420.65,Y
4340,Seasonal Product 04340,Seasonal,Heating,HomeEdge,66.68,99.56,Y
4341,Tools Product 04341,Tools,Accessories,HomeEdge,17.51,22.48,Y
4342,Building Materials Product 04342,Building Materials,Insulation,CedarMax,381.61,714.31,Y
4343,Plumbing Product 04343,Plumbing,Pipes,EverBuild,115.85,176.24,Y
4344,Electrical Product 04344,Electrical,Lighting,FieldStone,155.02,224.12,Y
4345,Paint Product 04345,Paint,Supplies,NorthPeak,52.5,105.14,Y
4346,Outdoor Product 04346,Outdoor,Patio,MaplePro,415.1,815.48,Y
4347,Hardware Product 04347,Hardware,Locks,TrueCraft,314.86,535.72,Y
4348,Automotive Product 04348,Automotive,Fluids,ProLine,70.59,152.51,Y
4349,Home Product 04349,Home,Safety,MaplePro,270.66,355.06,Y
4350,Seasonal Product 04350,Seasonal,Holiday,IronWorks,217.42,259.63,Y
4351,Tools Product 04351,Tools,Hand Tools,UrbanFix,378.04,806.2,Y
4352,Building Materials Product 04352,Building Materials,Lumber,HomeEdge,89.86,107.92,Y
4353,Plumbing Product 04353,Plumbing,Water Heaters,TrueCraft,201.17,434.69,Y
4354,Electrical Product 04354,Electrical,Switches,FieldStone,50.2,77.66,Y
4355,Paint Product 04355,Paint,Exterior Paint,HomeEdge,423.03,577.41,Y
4356,Outdoor Product 04356,Outdoor,Lawn & Garden,NorthPeak,223.71,279.44,Y
4357,Hardware Product 04357,Hardware,Adhesives,IronWorks,434.34,734.36,Y
4358,Automotive Product 04358,Automotive,Towing,UrbanFix,234.45,438.28,Y
4359,Home Product 04359,Home,Cleaning,TrueCraft,135.57,186.42,Y
4360,Seasonal Product 04360,Seasonal,Heating,WorkMate,413.73,595.55,Y
4361,Tools Product 04361,Tools,Accessories,TrueCraft,305.5,573.04,Y
4362,Building Materials Product 04362,Building Materials,Insulation,WorkMate,434.89,709.8,Y
4363,Plumbing Product 04363,Plumbing,Pipes,MaplePro,277.52,530.71,Y
4364,Electrical Product 04364,Electrical,Lighting,PrimeGear,414.81,639.78,Y
4365,Paint Product 04365,Paint,Supplies,ProLine,340.32,517.49,Y
4366,Outdoor Product 04366,Outdoor,Patio,HomeEdge,120.13,177.35,Y
4367,Hardware Product 04367,Hardware,Locks,EverBuild,420.02,863.13,Y
4368,Automotive Product 04368,Automotive,Fluids,IronWorks,246.43,391.73,Y
4369,Home Product 04369,Home,Safety,PrimeGear,82.66,122.62,Y
4370,Seasonal Product 04370,Seasonal,Holiday,NorthPeak,115.87,177.64,Y
4371,Tools Product 04371,Tools,Hand Tools,NorthPeak,405.4,862.81,Y
4372,Building Materials Product 04372,Building Materials,Lumber,PrimeGear,125.14,181.48,Y
4373,Plumbing Product 04373,Plumbing,Water Heaters,EverBuild,419.4,768.06,Y
4374,Electrical Product 04374,Electrical,Switches,ProLine,46.65,60.06,Y
4375,Paint Product 04375,Paint,Exterior Paint,ProLine,354.95,637.02,Y
4376,Outdoor Product 04376,Outdoor,Lawn & Garden,NorthPeak,396.69,604.28,Y
4377,Hardware Product 04377,Hardware,Adhesives,FieldStone,69.04,81.79,Y
4378,Automotive Product 04378,Automotive,Towing,UrbanFix,340.47,628.56,Y
4379,Home Product 04379,Home,Cleaning,WorkMate,339.26,418.89,Y
4380,Seasonal Product 04380,Seasonal,Heating,ProLine,152.67,197.39,Y
4381,Tools Product 04381,Tools,Accessories,IronWorks,172.7,289.66,Y
4382,Building Materials Product 04382,Building Materials,Insulation,EverBuild,98.18,180.78,Y
4383,Plumbing Product 04383,Plumbing,Pipes,IronWorks,364.7,610.58,Y
4384,Electrical Product 04384,Electrical,Lighting,UrbanFix,174.27,302.25,Y
4385,Paint Product 04385,Paint,Supplies,FieldStone,23.07,33.04,Y
4386,Outdoor Product 04386,Outdoor,Patio,PrimeGear,116.71,200.21,Y
4387,Hardware Product 04387,Hardware,Locks,EverBuild,228.54,482.57,Y
4388,Automotive Product 04388,Automotive,Fluids,MaplePro,266.18,320.73,Y
4389,Home Product 04389,Home,Safety,TrueCraft,116.7,256.56,Y
4390,Seasonal Product 04390,Seasonal,Holiday,HomeEdge,367.64,447.66,Y
4391,Tools Product 04391,Tools,Hand Tools,EverBuild,58.69,81.71,Y
4392,Building Materials Product 04392,Building Materials,Lumber,IronWorks,271.89,414.65,Y
4393,Plumbing Product 04393,Plumbing,Water Heaters,ProLine,27.26,40.47,Y
4394,Electrical Product 04394,Electrical,Switches,FieldStone,21.42,32.69,Y
4395,Paint Product 04395,Paint,Exterior Paint,FieldStone,203.8,388.21,Y
4396,Outdoor Product 04396,Outdoor,Lawn & Garden,UrbanFix,398.44,855.58,Y
4397,Hardware Product 04397,Hardware,Adhesives,HomeEdge,50.26,91.42,Y
4398,Automotive Product 04398,Automotive,Towing,FieldStone,378.05,693.97,Y
