CustomerID,CustomerSegment,JoinDate,Province,LoyaltyTier,ActiveFlag
60427,DIY,2023-02-18,ON,None,Y
60428,Contractor,2019-12-15,ON,Gold,N
60429,Trade,2020-03-02,QC,None,Y
60430,DIY,2020-08-20,ON,Bronze,Y
60431,Contractor,2022-05-24,ON,Bronze,Y
60432,DIY,2024-06-20,MB,Bronze,Y
60433,DIY,2024-06-05,NL,Gold,Y
60434,DIY,2021-08-16,NB,Bronze,Y
60435,Contractor,2021-10-23,NB,Bronze,Y
60436,DIY,2023-06-26,ON,Gold,Y
60437,DIY,2022-07-04,ON,Gold,Y
60438,DIY,2021-02-20,ON,Silver,Y
60439,Contractor,2019-09-22,NB,Silver,Y
60440,DIY,2022-02-15,MB,Silver,Y
60441,DIY,2025-11-17,ON,Silver,Y
60442,DIY,2019-04-13,AB,Silver,Y
60443,Trade,2020-10-30,QC,None,N
60444,Small Business,2019-06-30,QC,Bronze,Y
60445,DIY,2022-12-06,ON,Bronze,Y
60446,DIY,2020-02-05,AB,Silver,Y
60447,Small Business,2021-02-21,ON,Bronze,Y
60448,Contractor,2022-06-22,NL,Silver,N
60449,Loyalty,2022-04-18,BC,None,Y
60450,DIY,2024-12-25,ON,Gold,Y
60451,Trade,2021-07-15,QC,Silver,Y
60452,DIY,2024-09-16,QC,Silver,Y
60453,Contractor,2023-12-25,BC,None,Y
60454,Contractor,2023-03-21,AB,Bronze,Y
60455,Contractor,2021-07-02,QC,None,Y
60456,Contractor,2025-03-30,AB,Bronze,Y
60457,DIY,2020-12-16,AB,Bronze,Y
60458,Contractor,2019-02-04,SK,Silver,Y
60459,DIY,2024-12-22,ON,Bronze,Y
60460,Contractor,2025-08-16,QC,None,Y
60461,DIY,2020-04-02,ON,Bronze,Y
60462,Contractor,2024-11-11,ON,Gold,Y
60463,DIY,2024-10-01,QC,Bronze,Y
60464,Small Business,2021-06-27,ON,Bronze,Y
60465,DIY,2021-04-21,SK,None,Y
60466,Loyalty,2022-06-13,NB,None,Y
60467,DIY,2021-07-27,QC,None,Y
60468,Contractor,2023-12-24,QC,Gold,Y
60469,DIY,2019-01-23,ON,Gold,Y
60470,Loyalty,2023-08-29,QC,Bronze,Y
60471,DIY,2024-06-29,AB,None,Y
60472,DIY,2025-02-11,ON,Bronze,Y
60473,Trade,2020-11-06,AB,None,Y
60474,Contractor,2019-10-24,QC,Bronze,Y
60475,DIY,2019-01-29,ON,None,Y
60476,DIY,2019-05-05,ON,None,Y
60477,DIY,2021-07-20,ON,Gold,Y
60478,Small Business,2021-05-21,BC,Silver,Y
60479,DIY,2023-11-02,SK,None,Y
60480,Small Business,2020-05-21,SK,Bronze,Y
60481,DIY,2021-08-22,QC,None,Y
60482,Contractor,2019-04-11,ON,Silver,Y
60483,Trade,2023-07-07,NS,Bronze,Y
60484,Trade,2023-09-13,QC,Gold,Y
60485,Contractor,2022-04-13,QC,None,Y
60486,Trade,2019-09-06,AB,None,Y
60487,Contractor,2024-07-09,NB,Silver,Y
60488,Loyalty,2020-01-24,QC,Silver,Y
60489,Loyalty,2022-01-08,QC,None,Y
60490,Trade,2025-10-20,QC,Gold,Y
60491,DIY,2024-08-27,BC,None,Y
60492,DIY,2020-04-26,ON,Gold,Y
60493,Trade,2025-11-06,ON,Silver,Y
60494,Trade,2025-06-29,MB,None,Y
60495,Small Business,2020-08-03,ON,Silver,Y
60496,Trade,2020-07-15,ON,Gold,Y
60497,DIY,2023-02-03,QC,Gold,Y
60498,Small Business,2023-06-03,ON,Gold,Y
60499,Trade,2023-04-08,SK,None,Y
60500,Contractor,2024-05-01,ON,Gold,Y
60501,Contractor,2020-01-22,ON,Bronze,Y
60502,DIY,2020-04-28,AB,Bronze,Y
60503,Contractor,2022-07-02,QC,Gold,N
60504,DIY,2020-09-26,BC,None,Y
60505,Contractor,2020-06-18,ON,None,Y
60506,DIY,2019-12-29,ON,Bronze,Y
60507,DIY,2022-09-22,ON,Gold,Y
60508,Loyalty,2023-06-03,ON,Silver,Y
60509,Contractor,2021-07-23,ON,None,Y
60510,Loyalty,2022-07-29,QC,None,Y
60511,Trade,2019-06-27,ON,Bronze,Y
60512,DIY,2019-03-21,ON,Bronze,Y
60513,Small Business,2024-12-05,QC,None,Y
60514,Contractor,2023-12-10,ON,Gold,Y
60515,DIY,2022-06-19,QC,None,Y
60516,DIY,2021-12-10,SK,Silver,Y
60517,DIY,2025-11-26,ON,Silver,Y
60518,Contractor,2025-03-25,ON,Gold,Y
60519,Small Business,2022-11-25,QC,Bronze,Y
60520,Trade,2021-08-15,QC,Bronze,Y
60521,DIY,2024-08-31,QC,Bronze,Y
60522,DIY,2020-10-05,ON,Silver,N
60523,Trade,2021-10-14,ON,Silver,Y
60524,DIY,2024-12-28,BC,None,Y
60525,Loyalty,2020-01-11,AB,Gold,Y
60526,Loyalty,2020-11-03,AB,Bronze,Y
60527,DIY,2025-04-25,ON,Silver,Y
60528,Small Business,2019-11-09,NS,Bronze,Y
60529,Contractor,2025-10-18,AB,None,Y
60530,DIY,2019-09-15,QC,Silver,Y
60531,Trade,2025-03-06,AB,Bronze,Y
60532,DIY,2019-07-06,ON,Bronze,N
60533,DIY,2020-09-04,BC,None,N
60534,Loyalty,2024-03-23,QC,Bronze,Y
60535,DIY,2019-09-13,ON,None,Y
60536,Loyalty,2025-12-03,ON,None,Y
60537,Contractor,2022-05-05,ON,None,Y
60538,DIY,2025-02-03,ON,Bronze,Y
60539,DIY,2019-07-28,ON,None,Y
60540,DIY,2021-12-20,ON,None,N
60541,DIY,2020-05-11,QC,Bronze,Y
60542,Trade,2025-09-30,AB,None,Y
60543,DIY,2024-08-27,BC,None,Y
60544,DIY,2020-09-09,ON,Gold,Y
60545,DIY,2021-05-04,MB,Bronze,Y
60546,Small Business,2024-12-29,NB,None,Y
60547,DIY,2025-07-30,AB,Bronze,Y
60548,Contractor,2020-10-14,QC,None,Y
60549,DIY,2024-09-03,ON,Bronze,Y
60550,DIY,2024-12-06,NL,Silver,Y
60551,Contractor,2025-02-11,ON,None,Y
60552,DIY,2021-10-08,ON,None,Y
60553,DIY,2022-11-15,QC,Bronze,Y
60554,DIY,2024-06-24,BC,Bronze,Y
60555,Contractor,2022-06-21,ON,Silver,Y
60556,Loyalty,2025-09-10,MB,Bronze,N
60557,Trade,2025-01-27,ON,Gold,Y
60558,Loyalty,2021-08-05,QC,None,Y
60559,Small Business,2023-08-31,SK,None,Y
60560,DIY,2025-07-21,AB,None,Y
60561,Loyalty,2025-08-21,BC,Bronze,N
60562,DIY,2021-05-22,AB,None,Y
60563,DIY,2023-12-22,AB,Bronze,Y
60564,Trade,2024-10-29,QC,Gold,Y
60565,Trade,2023-10-23,ON,Gold,Y
60566,Loyalty,2022-02-22,ON,None,Y
60567,DIY,2023-12-01,ON,None,Y
60568,Trade,2022-12-19,ON,Bronze,Y
60569,DIY,2020-05-10,BC,None,N
60570,DIY,2021-02-10,BC,Bronze,Y
60571,Small Business,2019-05-05,ON,Bronze,Y
60572,Contractor,2020-08-20,ON,Gold,Y
60573,Trade,2019-05-04,ON,Bronze,Y
60574,Loyalty,2025-05-06,BC,None,Y
60575,Loyalty,2021-06-12,SK,None,Y
60576,Loyalty,2023-10-25,PE,None,Y
60577,Loyalty,2023-01-21,SK,Gold,Y
60578,DIY,2019-08-21,AB,Bronze,Y
60579,Contractor,2021-04-09,ON,Bronze,Y
60580,DIY,2022-01-15,NB,None,Y
60581,Small Business,2021-05-24,ON,None,Y
60582,Trade,2025-01-09,ON,None,Y
60583,Contractor,2021-08-22,QC,None,Y
60584,DIY,2025-10-09,SK,Bronze,Y
60585,Trade,2023-02-04,QC,Bronze,Y
60586,Trade,2022-06-21,ON,Bronze,Y
60587,Trade,2023-05-16,AB,None,Y
60588,Contractor,2024-06-20,BC,Gold,Y
60589,DIY,2024-05-18,ON,Silver,Y
60590,DIY,2022-05-23,BC,Gold,Y
60591,DIY,2019-06-26,QC,Gold,Y
60592,DIY,2020-12-22,ON,None,Y
60593,DIY,2020-04-27,SK,None,Y
60594,Contractor,2022-09-21,ON,None,Y
60595,DIY,2021-09-06,AB,Bronze,Y
60596,Contractor,2021-06-16,AB,Bronze,Y
60597,Contractor,2021-10-20,AB,None,Y
60598,DIY,2022-07-17,ON,None,Y
60599,Trade,2023-05-06,AB,None,Y
60600,DIY,2024-01-04,BC,Silver,Y
60601,Loyalty,2024-10-05,QC,Bronze,Y
60602,Loyalty,2024-12-10,QC,Bronze,Y
60603,DIY,2023-10-31,ON,Gold,N
60604,Loyalty,2020-12-22,AB,None,Y
60605,Small Business,2022-06-17,ON,Silver,Y
60606,DIY,2025-12-22,AB,None,Y
60607,Contractor,2025-01-08,NS,None,Y
60608,Contractor,2022-07-06,QC,Gold,Y
60609,DIY,2019-06-14,QC,None,Y
60610,DIY,2024-10-23,ON,Bronze,N
60611,Contractor,2023-07-21,ON,Silver,Y
60612,Trade,2022-07-11,QC,None,Y
60613,Trade,2022-01-24,ON,Silver,Y
60614,DIY,2023-03-08,ON,Gold,Y
60615,Trade,2024-05-07,BC,None,Y
60616,DIY,2023-10-20,ON,None,Y
60617,Loyalty,2025-12-18,PE,None,Y
60618,DIY,2020-01-04,ON,Silver,Y
60619,Contractor,2020-05-30,QC,Silver,Y
60620,Small Business,2025-06-12,PE,Bronze,Y
60621,DIY,2022-09-11,BC,Silver,N
60622,DIY,2019-02-03,MB,None,Y
60623,Trade,2020-01-05,BC,Bronze,Y
60624,Loyalty,2019-12-01,ON,None,N
60625,DIY,2022-01-09,QC,None,Y
60626,Loyalty,2021-03-31,QC,Gold,Y
60627,DIY,2020-10-25,ON,None,Y
60628,DIY,2023-01-17,AB,None,Y
60629,Contractor,2023-10-03,BC,Bronze,Y
60630,Contractor,2025-02-09,BC,Silver,Y
60631,Contractor,2023-05-14,BC,None,Y
60632,DIY,2022-09-29,QC,None,Y
60633,DIY,2020-01-21,AB,Bronze,N
60634,DIY,2021-01-17,ON,Bronze,Y
60635,DIY,2022-07-04,ON,None,Y
60636,DIY,2024-12-04,AB,Bronze,Y
60637,DIY,2025-03-19,AB,None,Y
60638,DIY,2019-10-04,AB,Bronze,Y
60639,Loyalty,2019-01-01,BC,Gold,Y
60640,Loyalty,2019-09-30,ON,Silver,Y
60641,DIY,2019-07-28,BC,None,Y
60642,Contractor,2023-10-06,QC,Silver,Y
60643,Small Business,2023-08-22,ON,Silver,Y
60644,DIY,2025-03-14,ON,Gold,Y
60645,Loyalty,2023-03-28,NB,Silver,Y
60646,DIY,2019-12-17,QC,None,Y
60647,Trade,2019-11-27,QC,None,Y
60648,Contractor,2024-03-16,NS,Silver,Y
60649,Trade,2019-11-01,QC,Bronze,Y
60650,DIY,2025-09-27,ON,None,Y
60651,Small Business,2025-07-27,BC,Bronze,Y
60652,Small Business,2025-03-12,NS,Bronze,Y
60653,DIY,2023-07-31,QC,Bronze,Y
60654,Contractor,2020-05-05,AB,None,Y
60655,Contractor,2024-11-28,BC,Silver,Y
60656,DIY,2021-10-15,ON,None,Y
60657,Contractor,2020-11-14,QC,Silver,Y
60658,Loyalty,2022-08-04,AB,None,Y
60659,Contractor,2024-01-04,QC,Gold,Y
60660,DIY,2025-09-06,AB,Bronze,Y
60661,DIY,2024-10-03,NS,Gold,Y
60662,Contractor,2022-04-18,ON,Gold,Y
60663,Contractor,2022-07-06,ON,Silver,Y
60664,DIY,2020-07-19,NL,None,N
60665,Trade,2024-08-22,SK,Bronze,Y
60666,Contractor,2020-03-28,BC,None,Y
60667,Contractor,2025-07-10,NS,Bronze,N
60668,Trade,2024-07-27,QC,None,Y
60669,DIY,2024-09-18,BC,Bronze,Y
60670,Loyalty,2025-03-13,QC,Silver,Y
60671,DIY,2021-09-07,QC,Bronze,N
60672,Trade,2022-07-15,AB,None,Y
60673,Contractor,2019-04-23,ON,None,Y
60674,Contractor,2021-10-07,ON,Silver,Y
60675,Contractor,2025-11-04,NS,None,Y
60676,Contractor,2020-06-15,SK,Silver,Y
60677,Contractor,2024-06-10,ON,None,Y
60678,Small Business,2023-10-16,ON,Silver,Y
60679,Trade,2019-02-10,ON,Bronze,Y
60680,Contractor,2019-08-17,ON,Bronze,Y
60681,Loyalty,2019-07-18,PE,Bronze,N
60682,Small Business,2025-12-27,ON,Silver,Y
60683,Contractor,2021-01-03,BC,Bronze,Y
60684,DIY,2022-04-12,AB,Bronze,Y
60685,Small Business,2025-07-07,QC,Gold,Y
60686,Small Business,2020-09-28,SK,None,Y
60687,Contractor,2021-02-25,AB,Bronze,Y
60688,Trade,2020-08-05,QC,Bronze,Y
60689,Trade,2020-01-29,QC,None,Y
60690,Loyalty,2025-02-20,QC,None,N
60691,Loyalty,2019-04-06,NS,None,Y
60692,DIY,2021-03-08,BC,Gold,Y
60693,DIY,2019-11-17,ON,Bronze,Y
60694,DIY,2019-07-01,ON,Gold,Y
60695,DIY,2025-11-20,MB,Silver,N
60696,DIY,2023-03-16,NB,Bronze,Y
60697,Trade,2025-02-21,ON,Silver,Y
60698,DIY,2019-01-09,ON,None,N
60699,DIY,2024-12-06,ON,None,Y
60700,Trade,2023-05-13,ON,None,Y
60701,Small Business,2022-07-31,ON,Silver,N
60702,DIY,2025-07-04,QC,Bronze,Y
60703,Trade,2020-09-17,ON,None,N
60704,Contractor,2020-12-15,QC,None,Y
60705,Contractor,2025-01-04,BC,None,Y
60706,DIY,2024-08-16,QC,None,Y
60707,Loyalty,2024-04-27,QC,Bronze,Y
60708,DIY,2022-08-08,ON,Silver,Y
60709,DIY,2021-01-09,MB,Bronze,Y
60710,DIY,2025-01-30,QC,Gold,Y
60711,Small Business,2019-09-01,AB,Bronze,Y
60712,DIY,2021-08-29,ON,None,Y
60713,DIY,2021-08-04,NL,Bronze,Y
60714,DIY,2020-12-08,BC,None,Y
60715,Trade,2023-02-10,ON,Silver,Y
60716,Small Business,2020-01-07,AB,Bronze,Y
60717,DIY,2021-03-22,QC,Bronze,Y
60718,Contractor,2021-04-25,QC,Silver,Y
60719,Trade,2019-10-28,MB,Bronze,Y
60720,DIY,2020-08-12,BC,None,Y
60721,Trade,2025-05-26,AB,Gold,Y
60722,DIY,2025-06-28,ON,Bronze,N
60723,Loyalty,2023-05-16,ON,None,Y
60724,DIY,2024-08-05,ON,None,Y
60725,DIY,2021-02-05,ON,None,Y
60726,Contractor,2022-12-07,AB,None,Y
60727,DIY,2022-05-04,SK,Bronze,Y
60728,Contractor,2024-09-26,ON,Silver,Y
60729,DIY,2024-08-22,ON,Bronze,Y
60730,Loyalty,2023-08-29,AB,None,Y
60731,DIY,2024-04-18,QC,Bronze,Y
60732,DIY,2022-11-27,NL,None,Y
60733,DIY,2021-08-31,ON,Bronze,Y
60734,DIY,2020-02-14,AB,Bronze,Y
60735,Trade,2022-12-03,QC,Bronze,Y
60736,DIY,2025-04-16,QC,Gold,Y
60737,DIY,2020-03-23,MB,Silver,Y
60738,Loyalty,2023-09-03,QC,Silver,N
60739,DIY,2024-07-08,ON,None,Y
60740,Contractor,2023-02-09,ON,Gold,Y
60741,Trade,2023-04-02,BC,None,N
60742,Trade,2023-10-17,ON,None,Y
60743,Trade,2025-06-06,QC,Silver,Y
60744,DIY,2025-04-13,QC,Gold,Y
60745,Loyalty,2021-11-27,AB,Bronze,Y
60746,DIY,2020-11-28,ON,None,Y
60747,DIY,2019-02-14,ON,Silver,Y
60748,DIY,2023-08-11,PE,Silver,Y
60749,Loyalty,2024-10-21,NB,Gold,Y
60750,DIY,2019-03-31,NB,Bronze,Y
60751,DIY,2025-05-04,BC,None,Y
60752,Contractor,2024-05-07,QC,Bronze,Y
60753,Contractor,2022-10-31,BC,None,Y
60754,Trade,2020-10-25,BC,None,Y
60755,Contractor,2025-07-13,QC,Bronze,Y
60756,Trade,2022-12-27,SK,Silver,Y
60757,Contractor,2021-09-06,BC,Gold,Y
60758,DIY,2019-05-02,ON,Silver,Y
60759,DIY,2024-07-17,MB,Bronze,Y
60760,Loyalty,2025-12-21,QC,None,Y
60761,Trade,2021-07-10,NS,Bronze,Y
60762,DIY,2019-07-28,MB,Gold,Y
60763,Contractor,2020-04-24,ON,None,Y
60764,Contractor,2021-07-29,ON,Bronze,Y
60765,Trade,2023-08-08,MB,None,Y
60766,DIY,2024-10-17,ON,Bronze,Y
60767,Loyalty,2020-10-17,BC,Bronze,Y
60768,DIY,2023-06-12,ON,None,Y
60769,Loyalty,2021-05-06,BC,Silver,Y
60770,DIY,2020-10-12,QC,Bronze,Y
60771,DIY,2023-12-28,PE,Silver,Y
60772,Contractor,2021-12-20,NS,None,N
60773,Small Business,2019-09-25,BC,None,Y
60774,Loyalty,2019-06-23,QC,None,Y
60775,DIY,2024-09-05,QC,Silver,Y
60776,Loyalty,2021-03-30,BC,Silver,Y
60777,Contractor,2023-07-13,MB,None,Y
60778,Contractor,2020-06-11,AB,None,Y
60779,DIY,2024-04-16,ON,None,Y
60780,DIY,2023-12-30,AB,None,Y
60781,DIY,2023-05-20,ON,Silver,Y
60782,Loyalty,2023-08-01,NL,Bronze,Y
60783,DIY,2023-10-24,ON,Silver,Y
60784,DIY,2019-09-12,ON,Bronze,Y
60785,Contractor,2023-02-15,SK,None,Y
60786,DIY,2020-12-04,MB,Bronze,Y
60787,Loyalty,2020-02-21,QC,Bronze,Y
60788,Contractor,2024-12-05,NL,Silver,N
60789,Trade,2021-06-13,BC,Gold,Y
60790,Loyalty,2021-02-10,BC,Silver,Y
60791,DIY,2023-03-23,ON,Bronze,Y
60792,DIY,2019-06-07,QC,None,Y
60793,DIY,2022-12-31,ON,Gold,Y
60794,Loyalty,2023-02-16,QC,None,Y
60795,Loyalty,2020-11-25,NS,None,Y
60796,Trade,2023-12-22,QC,Bronze,Y
60797,DIY,2021-05-28,SK,None,Y
60798,Contractor,2025-08-05,BC,Bronze,Y
60799,Contractor,2022-11-04,ON,None,Y
60800,DIY,2019-12-08,ON,None,Y
60801,Small Business,2020-04-26,NB,Bronze,Y
60802,Small Business,2024-08-30,BC,Gold,Y
60803,Small Business,2024-07-08,QC,Silver,Y
60804,DIY,2023-06-28,BC,None,Y
60805,Loyalty,2025-01-09,AB,None,Y
60806,DIY,2024-07-18,BC,Gold,Y
60807,Contractor,2022-03-14,NL,Bronze,Y
60808,Contractor,2024-05-30,NL,None,Y
60809,Trade,2023-07-19,AB,Silver,Y
60810,Loyalty,2025-07-09,ON,Gold,Y
60811,Contractor,2022-04-01,BC,Gold,Y
60812,DIY,2025-09-27,ON,Bronze,Y
60813,DIY,2022-03-29,ON,None,Y
60814,DIY,2022-04-07,NL,None,Y
60815,Contractor,2021-03-31,ON,Gold,Y
60816,Loyalty,2024-02-23,QC,None,Y
60817,Contractor,2025-09-15,SK,Bronze,Y
60818,Loyalty,2021-02-26,AB,Silver,Y
60819,DIY,2019-06-02,ON,None,Y
60820,Small Business,2024-04-25,QC,None,Y
60821,DIY,2019-03-19,ON,Silver,Y
60822,Contractor,2024-01-27,BC,Silver,Y
60823,Trade,2021-01-19,AB,Bronze,Y
60824,DIY,2019-02-15,BC,Bronze,Y
60825,DIY,2019-07-06,NB,Bronze,Y
60826,Loyalty,2019-07-02,QC,None,Y
60827,Small Business,2021-02-14,ON,Gold,Y
60828,DIY,2025-04-05,QC,None,Y
60829,Small Business,2025-01-15,MB,None,Y
60830,Trade,2024-02-04,MB,None,Y
60831,DIY,2020-11-09,AB,Silver,Y
60832,Contractor,2023-04-17,AB,Silver,Y
60833,DIY,2022-08-12,AB,None,Y
60834,Contractor,2020-01-29,ON,Bronze,Y
60835,DIY,2021-09-26,SK,Bronze,Y
60836,Trade,2025-02-12,QC,None,Y
60837,Contractor,2020-01-10,QC,None,Y
60838,DIY,2022-11-15,ON,None,Y
60839,Small Business,2019-06-23,ON,None,N
60840,Small Business,2025-08-18,NB,Silver,Y
60841,DIY,2025-01-05,ON,None,Y
60842,DIY,2025-11-23,ON,Gold,Y
60843,Small Business,2022-10-02,QC,None,Y
60844,DIY,2019-04-05,MB,None,Y
60845,Loyalty,2023-01-04,QC,None,Y
60846,Small Business,2025-09-28,BC,None,Y
60847,Contractor,2021-02-18,QC,Silver,Y
60848,DIY,2019-04-14,SK,None,Y
60849,DIY,2022-02-03,QC,Bronze,Y
60850,Loyalty,2020-04-12,AB,Gold,Y
60851,Small Business,2024-09-16,QC,Gold,Y
60852,Loyalty,2024-10-07,NL,Bronze,Y
60853,Trade,2025-03-10,QC,None,Y
60854,Loyalty,2019-11-23,ON,None,Y
60855,Trade,2023-11-24,QC,None,N
60856,DIY,2024-04-15,QC,None,Y
60857,DIY,2024-10-27,BC,None,Y
60858,Small Business,2023-07-02,QC,None,Y
60859,DIY,2021-07-18,BC,Gold,Y
60860,DIY,2023-05-01,NB,None,Y
60861,Trade,2021-10-27,ON,None,Y
60862,Loyalty,2024-01-23,BC,Silver,Y
60863,Small Business,2020-11-05,ON,Bronze,Y
60864,DIY,2020-11-25,BC,Bronze,Y
60865,Trade,2023-03-24,NS,Bronze,Y
60866,Small Business,2021-12-21,AB,None,Y
60867,DIY,2020-04-28,ON,None,Y
60868,DIY,2023-08-09,QC,Bronze,Y
60869,Trade,2019-11-20,BC,None,Y
60870,Small Business,2019-09-03,BC,None,Y
60871,DIY,2022-12-26,PE,Silver,Y
60872,Small Business,2020-07-18,QC,Silver,N
60873,DIY,2023-12-04,ON,Gold,Y
60874,Loyalty,2021-09-28,BC,Silver,Y
60875,DIY,2022-11-26,QC,Silver,Y
60876,Trade,2022-05-07,BC,Silver,Y
60877,Loyalty,2023-01-15,NS,Bronze,Y
60878,DIY,2024-07-20,MB,Silver,Y
60879,Loyalty,2019-08-25,AB,Bronze,Y
60880,DIY,2022-06-28,QC,Silver,Y
60881,Contractor,2025-06-20,BC,Bronze,Y
60882,Loyalty,2022-10-12,AB,Silver,Y
60883,DIY,2023-11-19,ON,Bronze,Y
60884,Contractor,2022-09-16,ON,Gold,Y
60885,DIY,2022-10-22,ON,None,Y
60886,Loyalty,2021-08-27,SK,Bronze,N
60887,DIY,2024-03-09,ON,None,Y
60888,DIY,2020-04-21,BC,None,N
60889,Small Business,2025-03-02,QC,Silver,Y
60890,Contractor,2022-05-14,BC,Silver,Y
60891,Small Business,2025-08-06,ON,None,Y
60892,DIY,2025-11-28,QC,None,Y
60893,DIY,2020-01-18,BC,Bronze,Y
60894,Contractor,2024-04-28,QC,Silver,Y
60895,Trade,2023-01-11,AB,None,Y
60896,Loyalty,2022-07-08,ON,Gold,Y
60897,Small Business,2020-12-21,NL,Bronze,Y
60898,DIY,2020-11-09,ON,Silver,Y
60899,DIY,2025-09-07,BC,Gold,Y
60900,Loyalty,2020-02-14,AB,Bronze,Y
60901,DIY,2022-06-24,AB,Bronze,Y
60902,Trade,2021-10-26,QC,Gold,Y
60903,Trade,2020-02-26,ON,Bronze,Y
60904,DIY,2020-10-23,QC,None,Y
60905,DIY,2021-04-08,AB,Silver,Y
60906,DIY,2024-05-19,AB,None,Y
60907,Contractor,2019-02-14,QC,Bronze,Y
60908,Contractor,2019-12-30,MB,Silver,Y
60909,Trade,2023-10-23,AB,None,Y
60910,DIY,2021-02-17,MB,None,Y
60911,DIY,2022-10-04,BC,Gold,Y
60912,DIY,2020-04-08,QC,Silver,Y
60913,Small Business,2025-01-13,ON,None,Y
60914,Loyalty,2024-07-28,QC,None,Y
60915,Trade,2024-08-02,AB,Bronze,Y
60916,DIY,2022-08-05,NB,None,Y
60917,DIY,2023-10-26,ON,Gold,Y
60918,DIY,2019-01-04,ON,None,Y
60919,DIY,2024-04-10,SK,Bronze,Y
60920,Small Business,2022-10-08,ON,None,Y
60921,DIY,2019-11-26,SK,Bronze,Y
60922,Trade,2025-11-16,ON,Silver,Y
60923,DIY,2025-10-05,NS,Gold,Y
60924,DIY,2024-12-30,NB,Bronze,Y
60925,DIY,2023-12-18,QC,Gold,Y
60926,DIY,2025-03-18,ON,Bronze,Y
60927,DIY,2021-12-26,ON,None,Y
60928,DIY,2021-03-02,NS,Bronze,Y
60929,Loyalty,2020-07-22,ON,Silver,Y
60930,DIY,2021-02-05,NS,Bronze,Y
60931,Small Business,2022-03-17,PE,None,Y
60932,Contractor,2020-07-26,ON,None,Y
60933,DIY,2025-12-07,AB,Gold,Y
60934,Loyalty,2023-11-28,NS,Silver,Y
60935,DIY,2019-12-15,QC,Silver,Y
60936,Contractor,2024-12-31,BC,None,Y
60937,DIY,2025-03-09,MB,Silver,Y
60938,DIY,2021-11-10,BC,Bronze,Y
60939,Loyalty,2025-04-15,BC,None,Y
60940,Loyalty,2023-09-14,QC,Silver,Y
60941,DIY,2024-01-28,BC,Bronze,Y
60942,Contractor,2020-10-14,BC,None,Y
60943,DIY,2020-01-16,ON,None,Y
60944,DIY,2020-03-24,QC,Bronze,Y
60945,DIY,2024-07-07,AB,Silver,Y
60946,Contractor,2019-09-05,ON,Gold,Y
60947,DIY,2024-09-25,AB,Gold,Y
60948,Trade,2023-12-02,QC,None,Y
60949,Small Business,2025-11-01,SK,None,Y
60950,Contractor,2025-04-16,QC,Silver,Y
60951,DIY,2019-03-12,BC,None,Y
60952,DIY,2023-02-15,QC,Silver,Y
60953,Contractor,2024-08-09,ON,Bronze,Y
60954,DIY,2021-10-01,NS,Gold,Y
60955,Contractor,2025-08-29,ON,None,Y
60956,DIY,2024-02-06,QC,Bronze,Y
60957,Contractor,2022-09-13,AB,Gold,Y
60958,Trade,2023-04-18,ON,Silver,Y
60959,DIY,2021-10-11,NL,Gold,Y
60960,Contractor,2023-02-28,QC,Bronze,Y
60961,Trade,2025-06-04,QC,None,Y
60962,Trade,2024-03-12,AB,None,Y
60963,Trade,2025-03-18,ON,Bronze,Y
60964,Small Business,2022-12-21,NS,None,Y
60965,DIY,2025-02-19,BC,Bronze,Y
60966,DIY,2019-09-14,ON,Bronze,Y
60967,DIY,2020-12-28,BC,Silver,Y
60968,Trade,2025-04-10,NB,Bronze,Y
60969,Trade,2025-02-18,AB,Silver,N
60970,DIY,2024-11-16,NS,None,Y
60971,DIY,2023-07-15,QC,Bronze,Y
60972,DIY,2021-07-28,NB,Bronze,Y
60973,Contractor,2025-03-02,ON,Bronze,Y
60974,Loyalty,2023-09-22,AB,None,Y
60975,Trade,2021-10-30,ON,Bronze,N
60976,Loyalty,2021-02-04,ON,Gold,Y
60977,Contractor,2024-08-20,QC,None,Y
60978,Loyalty,2025-02-06,BC,Bronze,Y
60979,DIY,2022-12-19,ON,None,Y
60980,DIY,2025-02-11,SK,Silver,Y
60981,DIY,2021-05-30,NS,Silver,Y
60982,DIY,2025-08-14,QC,Bronze,Y
60983,Trade,2019-09-08,NB,Bronze,Y
60984,Contractor,2023-09-16,ON,None,Y
60985,Contractor,2023-04-15,QC,None,Y
60986,Trade,2020-03-28,BC,None,Y
60987,Contractor,2025-02-06,QC,None,Y
60988,DIY,2020-08-01,QC,Bronze,Y
60989,Contractor,2022-08-18,ON,None,Y
60990,Trade,2025-07-04,ON,None,Y
60991,DIY,2023-10-21,AB,None,Y
60992,Trade,2022-03-08,ON,None,Y
60993,Contractor,2019-10-16,NS,Silver,Y
60994,Contractor,2025-05-16,NL,Silver,Y
60995,DIY,2023-01-19,MB,Silver,Y
60996,DIY,2025-03-14,BC,Bronze,Y
60997,Contractor,2021-12-05,AB,Gold,Y
60998,DIY,2024-07-01,ON,Gold,Y
60999,Loyalty,2025-01-08,BC,Bronze,Y
61000,Small Business,2024-04-05,ON,Silver,Y
61001,DIY,2020-08-20,ON,None,N
61002,DIY,2019-07-08,QC,Bronze,Y
61003,DIY,2020-11-19,QC,Silver,Y
61004,DIY,2021-03-01,SK,None,Y
61005,Trade,2024-08-27,QC,None,Y
61006,Trade,2022-09-03,SK,None,Y
61007,DIY,2021-08-31,QC,Silver,Y
