TransactionID,StoreID,ProductID,CustomerID,TransactionDate,Quantity,UnitPrice,Discount,SalesAmount,PaymentMethod,Channel,LastModifiedDate,SourceSystem
8761,392,13532.0,315855.0,2025-01-26,4,38.93,7.79,147.93,Cash,Online,2025-02-21,POS
8762,45,22710.0,8296.0,2025-01-23,1,16.95,0.0,16.95,Cash,Store,2025-02-17,POS
8763,249,20752.0,495780.0,2025-01-08,5,19.21,0.0,96.05,Debit,Store,2025-01-13,POS
8764,132,48628.0,58586.0,2025-01-10,2,19.82,0.0,39.64,Debit,Store,2025-01-24,POS
8765,268,16093.0,,2025-01-22,3,77.23,0.0,231.69,Cash,Store,2025-01-22,POS
8766,256,43324.0,368713.0,2025-01-17,1,7.1,0.0,7.1,Credit,Store,2025-01-17,POS
8767,174,49699.0,102053.0,2025-01-04,4,16.31,0.0,65.24,Mobile Wallet,Store,2025-02-02,POS
8768,337,42431.0,477204.0,2025-01-27,4,32.98,0.0,131.92,Debit,Store,2025-03-05,POS
8769,152,38293.0,15619.0,2025-01-11,1,18.49,3.7,14.79,Credit,Store,2025-02-11,POS
8770,390,5976.0,122792.0,2025-01-24,1,130.37,0.0,130.37,Debit,Store,2025-01-24,POS
8771,721,47739.0,52509.0,2025-01-14,1,34.08,6.82,27.26,Debit,Store,2025-01-14,POS
8772,539,35439.0,456657.0,2025-01-14,1,126.37,12.64,113.73,Credit,Store,2025-01-14,POS
8773,650,45978.0,73074.0,2025-01-04,5,24.73,0.0,123.65,Debit,Store,2025-01-04,POS
8774,555,31636.0,18303.0,2025-01-22,4,362.88,0.0,1451.52,Debit,Store,2025-01-26,POS
8775,474,23169.0,172992.0,2025-01-29,1,19.48,0.0,19.48,Cash,Store,2025-01-29,POS
8776,517,669.0,216987.0,2025-01-22,1,76.54,11.48,65.06,Cash,Store,2025-03-04,POS
8777,741,23712.0,,2025-01-19,1,39.27,0.0,39.27,Debit,Store,2025-01-19,POS
8778,415,5385.0,47717.0,2025-01-09,1,12.35,2.47,9.88,Debit,Store,2025-01-23,POS
8779,526,28386.0,369816.0,2025-01-28,3,34.81,0.0,104.43,Credit,Online,2025-01-28,POS
8780,729,31193.0,,2025-01-20,4,37.88,0.0,151.52,Credit,Store,2025-02-01,POS
8781,441,12755.0,415261.0,2025-01-15,5,60.36,0.0,301.8,Debit,Store,2025-01-23,POS
8782,538,37420.0,360843.0,2025-01-20,3,126.64,0.0,379.92,Credit,Store,2025-01-29,POS
8783,380,26317.0,119951.0,2025-01-19,2,15.12,0.0,30.24,Debit,Store,2025-02-17,POS
8784,331,41906.0,,2025-01-02,2,27.39,0.0,54.78,Debit,Store,2025-01-02,POS
8785,755,36798.0,,2025-01-06,5,205.66,0.0,1028.3,Credit,Store,2025-02-19,POS
8786,85,40728.0,487392.0,2025-01-23,4,25.43,0.0,101.72,Credit,Store,2025-02-22,POS
8787,458,41484.0,278377.0,2025-01-27,1,23.35,2.34,21.01,Credit,Store,2025-01-27,POS
8788,86,46865.0,,2025-01-10,4,13.6,0.0,54.4,Gift Card,Store,2025-01-10,POS
8789,733,13262.0,,2025-01-30,3,88.83,0.0,266.49,Debit,Online,2025-01-30,POS
8790,172,18247.0,168169.0,2025-01-30,1,105.03,15.75,89.28,Debit,Store,2025-02-21,POS
8791,740,4907.0,459222.0,2025-01-14,5,187.3,0.0,936.5,Credit,Store,2025-02-21,POS
8792,124,23497.0,373371.0,2025-01-23,1,32.29,3.23,29.06,Credit,Store,2025-01-23,POS
8793,514,732.0,427464.0,2025-01-22,3,58.11,34.87,139.46,Credit,Store,2025-02-22,POS
8794,172,10667.0,,2025-01-21,2,53.28,0.0,106.56,Mobile Wallet,Store,2025-01-21,POS
8795,243,29602.0,,2025-01-17,1,186.47,37.29,149.18,Debit,Store,2025-01-18,POS
8796,603,46617.0,57537.0,2025-01-29,2,32.85,3.28,62.42,Cash,Store,2025-02-25,POS
8797,591,1625.0,211522.0,2025-01-15,1,69.09,0.0,69.09,Debit,Store,2025-01-26,POS
8798,102,17931.0,59236.0,2025-01-27,2,14.32,0.0,28.64,Credit,Store,2025-02-25,POS
8799,294,23561.0,253097.0,2025-01-15,5,27.41,0.0,137.05,Debit,Online,2025-02-22,POS
8800,105,13535.0,92624.0,2025-01-10,5,54.91,0.0,274.55,Credit,Store,2025-01-10,POS
8801,114,2158.0,,2025-01-21,3,23.22,6.97,62.69,Debit,Store,2025-03-01,POS
8802,61,45909.0,488046.0,2025-01-31,1,23.64,1.18,22.46,Gift Card,Store,2025-01-31,POS
8803,687,19137.0,314699.0,2025-01-08,2,26.07,2.61,49.53,Credit,Store,2025-02-07,POS
8804,26,31115.0,399753.0,2025-01-16,5,17.98,0.0,89.9,Credit,Store,2025-02-23,POS
8805,628,21441.0,415164.0,2025-01-08,1,46.07,6.91,39.16,Debit,Store,2025-01-08,POS
8806,472,11247.0,124426.0,2025-01-21,3,24.02,0.0,72.06,Debit,Online,2025-01-21,POS
8807,26,8746.0,52745.0,2025-01-17,4,142.0,0.0,568.0,Credit,Store,2025-01-17,POS
8808,176,5946.0,232016.0,2025-01-21,4,31.13,24.9,99.62,Credit,Store,2025-01-21,POS
8809,457,23238.0,286511.0,2025-01-02,2,67.09,13.42,120.76,Gift Card,Store,2025-02-01,POS
8810,490,31585.0,168911.0,2025-01-27,4,43.36,0.0,173.44,Credit,Store,2025-01-27,POS
8811,143,20992.0,230354.0,2025-01-23,5,43.53,10.88,206.77,Credit,Store,2025-01-23,POS
8812,528,39356.0,,2025-01-22,3,79.9,0.0,239.7,Cash,Store,2025-01-22,POS
8813,355,10010.0,,2025-01-23,1,47.09,0.0,47.09,Credit,Store,2025-02-25,POS
8814,132,20215.0,163608.0,2025-01-25,2,64.56,0.0,129.12,Credit,Store,2025-01-25,POS
8815,106,40391.0,409532.0,2025-01-07,1,80.77,0.0,80.77,Debit,Store,2025-01-23,POS
8816,685,8675.0,,2025-01-05,1,22.15,2.22,19.93,Mobile Wallet,Store,2025-01-05,POS
8817,185,19324.0,386638.0,2025-01-05,5,30.14,30.14,120.56,Debit,Store,2025-01-06,POS
8818,471,18719.0,,2025-01-03,1,8.03,0.0,8.03,Debit,Online,2025-01-03,POS
8819,746,22660.0,489258.0,2025-01-24,4,22.1,4.42,83.98,Gift Card,Store,2025-02-23,POS
8820,141,26374.0,189989.0,2025-01-25,1,111.18,16.68,94.5,Gift Card,Store,2025-01-25,POS
8821,396,16292.0,474542.0,2025-01-06,3,38.06,17.13,97.05,Cash,Store,2025-01-06,POS
8822,491,45569.0,,2025-01-08,2,42.86,0.0,85.72,Debit,Store,2025-01-25,POS
8823,563,23938.0,139348.0,2025-01-18,3,44.03,0.0,132.09,Credit,Store,2025-01-18,POS
8824,281,44344.0,293570.0,2025-01-16,4,30.31,18.19,103.05,Credit,Store,2025-01-19,POS
8825,721,33856.0,6615.0,2025-01-25,4,40.09,24.05,136.31,Cash,Store,2025-02-22,POS
8826,697,14408.0,34168.0,2025-01-22,4,72.31,0.0,289.24,Credit,Store,2025-02-14,POS
8827,534,14987.0,294833.0,2025-01-16,3,53.44,16.03,144.29,Debit,Store,2025-03-02,POS
8828,572,107.0,159738.0,2025-01-30,5,89.89,0.0,449.45,Gift Card,Store,2025-01-30,POS
8829,662,37647.0,75721.0,2025-01-31,2,55.65,0.0,111.3,Credit,Store,2025-01-31,POS
8830,348,16022.0,89393.0,2025-01-18,2,41.67,8.33,75.01,Cash,Store,2025-01-18,POS
8831,701,48980.0,157795.0,2025-01-23,5,37.48,0.0,187.4,Credit,Store,2025-02-19,POS
8832,582,14701.0,38709.0,2025-01-18,1,36.36,5.45,30.91,Debit,Store,2025-01-18,POS
8833,317,15446.0,,2025-01-14,5,14.21,3.55,67.5,Credit,Store,2025-02-05,POS
8834,157,37585.0,103379.0,2025-01-21,1,25.97,0.0,25.97,Cash,Store,2025-02-26,POS
8835,479,40787.0,250924.0,2025-01-04,3,9.23,1.38,26.31,Credit,Store,2025-01-07,POS
8836,720,14712.0,154707.0,2025-01-26,4,19.16,7.66,68.98,Credit,Online,2025-01-26,POS
8837,58,10513.0,342723.0,2025-01-15,1,23.18,2.32,20.86,Cash,Store,2025-01-15,POS
8838,138,18227.0,,2025-01-29,3,111.8,33.54,301.86,Mobile Wallet,Online,2025-02-18,POS
8839,672,14126.0,202285.0,2025-01-13,4,54.2,21.68,195.12,Credit,Store,2025-01-13,POS
8840,398,45916.0,122061.0,2025-01-02,1,17.59,2.64,14.95,Gift Card,Store,2025-01-02,POS
8841,466,35234.0,137519.0,2025-01-29,3,71.05,0.0,213.15,Debit,Store,2025-02-28,POS
8842,592,6106.0,,2025-01-19,1,90.65,0.0,90.65,Debit,Store,2025-02-03,POS
8843,688,25909.0,140643.0,2025-01-23,4,17.23,0.0,68.92,Cash,Store,2025-01-23,POS
8844,625,36182.0,130233.0,2025-01-02,2,49.8,4.98,94.62,Debit,Store,2025-01-02,POS
8845,534,28524.0,431324.0,2025-01-07,2,41.25,0.0,82.5,Cash,Store,2025-02-20,POS
8846,480,41110.0,469114.0,2025-01-21,3,37.27,11.18,100.63,Cash,Online,2025-01-24,POS
8847,419,5493.0,,2025-01-29,5,23.01,0.0,115.05,Credit,Online,2025-03-02,POS
8848,356,43247.0,288170.0,2025-01-29,1,79.46,0.0,79.46,Credit,Store,2025-02-09,POS
8849,594,23956.0,277778.0,2025-01-07,2,28.04,0.0,56.08,Debit,Store,2025-01-07,POS
8850,337,39515.0,349715.0,2025-01-19,4,208.99,125.39,710.57,Cash,Store,2025-02-08,POS
8851,570,8127.0,386901.0,2025-01-16,4,38.25,30.6,122.4,Debit,Store,2025-02-15,POS
8852,517,21369.0,395298.0,2025-01-23,4,174.63,69.85,628.67,Debit,Store,2025-03-03,POS
8853,469,46389.0,125614.0,2025-01-18,3,107.08,64.25,256.99,Credit,Store,2025-01-18,POS
8854,343,34162.0,70679.0,2025-01-16,3,569.11,0.0,1707.33,Debit,Store,2025-01-16,POS
8855,36,32443.0,137648.0,2025-01-09,1,61.87,6.19,55.68,Credit,Store,2025-01-09,POS
8856,671,31703.0,424705.0,2025-01-08,2,35.84,0.0,71.68,Credit,Store,2025-01-08,POS
8857,613,42545.0,433686.0,2025-01-31,2,40.52,8.1,72.94,Cash,Store,2025-03-14,POS
8858,308,34269.0,201850.0,2025-01-05,1,72.58,0.0,72.58,Gift Card,Store,2025-01-05,POS
8859,665,24075.0,100817.0,2025-01-06,4,34.21,20.53,116.31,Cash,Store,2025-02-14,POS
8860,467,2346.0,137279.0,2025-01-15,1,66.74,6.67,60.07,Gift Card,Store,2025-01-18,POS
8861,30,33331.0,239260.0,2025-01-16,2,82.54,0.0,165.08,Mobile Wallet,Store,2025-02-07,POS
8862,138,45459.0,197071.0,2025-01-16,4,47.78,28.67,162.45,Credit,Store,2025-01-21,POS
8863,45,44621.0,,2025-01-16,3,45.58,0.0,136.74,Credit,Store,2025-01-16,POS
8864,626,24683.0,470370.0,2025-01-24,3,23.71,0.0,71.13,Credit,Store,2025-03-06,POS
8865,323,46498.0,260709.0,2025-01-10,1,34.96,0.0,34.96,Credit,Store,2025-01-10,POS
8866,788,43065.0,101301.0,2025-01-10,2,39.48,0.0,78.96,Credit,Store,2025-01-10,POS
8867,485,13364.0,161773.0,2025-01-15,4,60.32,12.06,229.22,Debit,Store,2025-01-15,POS
8868,201,21268.0,495297.0,2025-01-17,4,50.92,0.0,203.68,Mobile Wallet,Store,2025-02-13,POS
8869,432,6306.0,396595.0,2025-01-31,4,31.37,18.82,106.66,Mobile Wallet,Online,2025-01-31,POS
8870,663,28730.0,6108.0,2025-01-25,4,112.2,0.0,448.8,Gift Card,Store,2025-03-08,POS
8871,470,35444.0,225082.0,2025-01-08,2,23.03,2.3,43.76,Gift Card,Store,2025-01-08,POS
8872,198,1495.0,,2025-01-13,2,16.26,0.0,32.52,Mobile Wallet,Store,2025-01-13,POS
8873,697,49183.0,257128.0,2025-01-06,4,12.04,4.82,43.34,Credit,Store,2025-01-06,POS
8874,476,6297.0,9326.0,2025-01-06,2,36.4,0.0,72.8,Credit,Store,2025-01-28,POS
8875,313,19952.0,491289.0,2025-01-05,1,53.2,5.32,47.88,Credit,Store,2025-01-05,POS
8876,703,18200.0,154684.0,2025-01-16,1,26.7,0.0,26.7,Cash,Store,2025-02-05,POS
8877,62,33342.0,498787.0,2025-01-20,1,204.92,0.0,204.92,Mobile Wallet,Store,2025-01-20,POS
8878,252,36156.0,212334.0,2025-01-01,5,24.14,0.0,120.7,Cash,Store,2025-01-01,POS
8879,578,23743.0,2937.0,2025-01-06,1,50.73,10.15,40.58,Credit,Store,2025-01-06,POS
8880,32,32601.0,449503.0,2025-01-14,3,54.84,24.68,139.84,Credit,Store,2025-01-30,POS
8881,108,23435.0,358842.0,2025-01-02,5,37.21,0.0,186.05,Credit,Online,2025-01-02,POS
8882,72,19739.0,473825.0,2025-01-15,3,19.62,0.0,58.86,Gift Card,Store,2025-01-15,POS
8883,494,1543.0,6118.0,2025-01-10,4,104.97,0.0,419.88,Cash,Store,2025-02-04,POS
8884,73,21910.0,49881.0,2025-01-11,4,54.42,21.77,195.91,Debit,Store,2025-01-11,POS
8885,72,3447.0,89078.0,2025-01-24,4,38.96,0.0,155.84,Credit,Store,2025-02-17,POS
8886,230,34549.0,383729.0,2025-01-12,2,64.1,0.0,128.2,Credit,Online,2025-01-12,POS
8887,736,9283.0,,2025-01-12,3,14.05,2.11,40.04,Debit,Store,2025-02-11,POS
8888,426,13142.0,292096.0,2025-01-14,2,30.23,0.0,60.46,Debit,Store,2025-02-28,POS
8889,226,24729.0,55838.0,2025-01-21,2,41.24,0.0,82.48,Debit,Store,2025-01-21,POS
8890,640,18106.0,274974.0,2025-01-14,2,17.49,5.25,29.73,Debit,Store,2025-01-14,POS
8891,467,37829.0,18441.0,2025-01-07,3,18.15,10.89,43.56,Debit,Store,2025-01-07,POS
8892,385,46235.0,387581.0,2025-01-03,5,77.54,19.39,368.31,Debit,Store,2025-01-03,POS
8893,75,18378.0,222793.0,2025-01-20,1,6.26,0.94,5.32,Credit,Store,2025-01-20,POS
8894,114,28993.0,369495.0,2025-01-18,2,81.87,16.37,147.37,Cash,Online,2025-01-18,POS
8895,45,23808.0,53510.0,2025-01-18,2,114.09,0.0,228.18,Cash,Store,2025-01-18,POS
8896,194,29209.0,377752.0,2025-01-04,2,345.41,0.0,690.82,Credit,Store,2025-01-04,POS
8897,374,17121.0,264067.0,2025-01-12,2,140.4,28.08,252.72,Credit,Store,2025-01-16,POS
8898,141,26600.0,296411.0,2025-01-13,3,135.17,20.28,385.23,Cash,Store,2025-02-16,POS
8899,322,2974.0,108150.0,2025-01-30,4,27.88,0.0,111.52,Cash,Store,2025-02-02,POS
8900,634,36078.0,422313.0,2025-01-21,5,59.22,0.0,296.1,Gift Card,Store,2025-02-06,POS
8901,317,47317.0,404697.0,2025-01-16,3,46.51,0.0,139.53,Gift Card,Store,2025-02-08,POS
8902,336,1139.0,211024.0,2025-01-09,3,132.02,39.61,356.45,Credit,Online,2025-01-30,POS
8903,322,35089.0,123443.0,2025-01-07,1,33.75,0.0,33.75,Mobile Wallet,Online,2025-01-07,POS
8904,759,43427.0,,2025-01-21,4,64.07,12.81,243.47,Cash,Store,2025-03-03,POS
8905,104,48676.0,293032.0,2025-01-10,3,34.95,0.0,104.85,Debit,Store,2025-01-10,POS
8906,526,44731.0,270933.0,2025-01-17,5,78.83,0.0,394.15,Debit,Store,2025-02-22,POS
8907,248,8423.0,390689.0,2025-01-05,5,21.05,5.26,99.99,Debit,Store,2025-01-05,POS
8908,520,48358.0,206417.0,2025-01-28,2,86.53,8.65,164.41,Cash,Online,2025-02-01,POS
8909,382,21457.0,253562.0,2025-01-11,3,33.88,0.0,101.64,Debit,Store,2025-01-11,POS
8910,329,5071.0,127890.0,2025-01-30,4,26.58,21.26,85.06,Debit,Store,2025-01-30,POS
8911,558,14471.0,12443.0,2025-01-03,2,70.64,0.0,141.28,Mobile Wallet,Store,2025-02-02,POS
8912,116,41885.0,275735.0,2025-01-09,2,12.78,2.56,23.0,Credit,Store,2025-01-09,POS
8913,2,9270.0,336664.0,2025-01-01,3,41.8,25.08,100.32,Gift Card,Store,2025-01-01,POS
8914,719,1423.0,82240.0,2025-01-02,3,6.75,0.0,20.25,Credit,Store,2025-01-02,POS
8915,641,1855.0,,2025-01-20,3,43.17,0.0,129.51,Credit,Store,2025-01-20,POS
8916,374,38551.0,216623.0,2025-01-28,2,19.33,0.0,38.66,Cash,Store,2025-03-12,POS
8917,208,17537.0,,2025-01-02,3,63.44,0.0,190.32,Credit,Store,2025-01-04,POS
8918,346,10182.0,442479.0,2025-01-28,1,16.81,0.0,16.81,Debit,Store,2025-02-12,POS
8919,721,33790.0,313623.0,2025-01-18,5,16.05,0.0,80.25,Credit,Store,2025-01-18,POS
8920,587,22654.0,35460.0,2025-01-29,3,91.25,13.69,260.06,Debit,Online,2025-03-09,POS
8921,152,31943.0,320880.0,2025-01-19,2,23.37,4.67,42.07,Credit,Online,2025-02-27,POS
8922,402,28808.0,158129.0,2025-01-03,2,14.93,1.49,28.37,Debit,Store,2025-01-03,POS
8923,706,11801.0,425964.0,2025-01-21,5,42.26,0.0,211.3,Credit,Store,2025-01-21,POS
8924,442,32911.0,,2025-01-28,5,78.76,19.69,374.11,Gift Card,Store,2025-02-05,POS
8925,559,43948.0,224586.0,2025-01-22,2,16.21,0.0,32.42,Debit,Store,2025-01-29,POS
8926,669,36163.0,376355.0,2025-01-24,2,275.45,27.54,523.36,Debit,Online,2025-01-24,POS
8927,351,44008.0,419303.0,2025-01-28,2,41.42,8.28,74.56,Credit,Store,2025-01-28,POS
8928,562,36413.0,85861.0,2025-01-03,3,82.56,37.15,210.53,Debit,Store,2025-01-03,POS
8929,134,47525.0,41619.0,2025-01-22,2,62.45,24.98,99.92,Debit,Online,2025-01-22,POS
8930,258,49036.0,,2025-01-22,4,6.41,2.56,23.08,Credit,Store,2025-01-22,POS
8931,245,2018.0,117414.0,2025-01-30,2,51.43,5.14,97.72,Credit,Store,2025-01-30,POS
8932,302,31840.0,108121.0,2025-01-24,3,21.1,0.0,63.3,Debit,Store,2025-02-23,POS
8933,364,12694.0,170148.0,2025-01-17,5,115.54,0.0,577.7,Debit,Store,2025-01-28,POS
8934,388,44197.0,85877.0,2025-01-13,3,28.31,0.0,84.93,Mobile Wallet,Store,2025-01-23,POS
8935,117,25300.0,259886.0,2025-01-21,2,13.88,0.0,27.76,Credit,Store,2025-02-25,POS
8936,609,9869.0,226238.0,2025-01-16,4,20.98,0.0,83.92,Cash,Store,2025-01-16,POS
8937,363,14326.0,,2025-01-16,1,84.0,12.6,71.4,Cash,Store,2025-01-16,POS
8938,219,6779.0,481087.0,2025-01-14,5,214.01,0.0,1070.05,Debit,Store,2025-01-14,POS
8939,773,8411.0,184845.0,2025-01-30,5,40.35,0.0,201.75,Mobile Wallet,Store,2025-01-30,POS
8940,439,29431.0,216044.0,2025-01-05,2,65.77,0.0,131.54,Cash,Store,2025-01-20,POS
8941,353,7300.0,162869.0,2025-01-17,3,92.08,0.0,276.24,Credit,Online,2025-02-26,POS
8942,558,46643.0,205359.0,2025-01-06,4,30.68,0.0,122.72,Credit,Store,2025-01-06,POS
8943,243,10413.0,,2025-01-24,4,28.65,0.0,114.6,Debit,Online,2025-01-24,POS
8944,331,32633.0,,2025-01-01,3,24.2,0.0,72.6,Credit,Store,2025-01-01,POS
8945,449,14527.0,128777.0,2025-01-03,3,35.45,0.0,106.35,Credit,Store,2025-01-03,POS
8946,576,25636.0,392704.0,2025-01-24,4,62.35,0.0,249.4,Credit,Store,2025-01-24,POS
8947,41,49448.0,,2025-01-19,1,63.23,0.0,63.23,Mobile Wallet,Store,2025-01-31,POS
8948,110,33749.0,271810.0,2025-01-04,2,53.55,10.71,96.39,Credit,Store,2025-01-04,POS
8949,134,26171.0,467504.0,2025-01-25,4,41.72,0.0,166.88,Cash,Store,2025-01-25,POS
8950,472,21534.0,,2025-01-09,3,16.63,0.0,49.89,Credit,Store,2025-01-09,POS
8951,34,40662.0,270979.0,2025-01-21,3,67.79,20.34,183.03,Credit,Online,2025-01-25,POS
8952,29,15643.0,122400.0,2025-01-08,1,53.8,0.0,53.8,Credit,Store,2025-01-08,POS
8953,730,49301.0,,2025-01-20,3,35.14,0.0,105.42,Credit,Store,2025-01-27,POS
8954,51,30756.0,418583.0,2025-01-02,4,22.26,8.9,80.14,Debit,Store,2025-01-02,POS
8955,445,31774.0,,2025-01-03,2,84.1,8.41,159.79,Gift Card,Store,2025-02-13,POS
8956,294,35341.0,158042.0,2025-01-17,5,42.25,10.56,200.69,Debit,Store,2025-02-12,POS
8957,153,23455.0,418224.0,2025-01-02,3,98.64,0.0,295.92,Cash,Store,2025-01-02,POS
8958,178,5840.0,85547.0,2025-01-12,2,55.54,22.22,88.86,Credit,Store,2025-01-12,POS
8959,567,27093.0,169555.0,2025-01-17,4,48.8,39.04,156.16,Debit,Store,2025-01-26,POS
8960,87,6745.0,264975.0,2025-01-05,3,13.29,0.0,39.87,Mobile Wallet,Store,2025-01-05,POS
8961,23,9858.0,164959.0,2025-01-25,4,22.54,0.0,90.16,Debit,Store,2025-01-25,POS
8962,604,31681.0,317619.0,2025-01-10,1,24.37,0.0,24.37,Mobile Wallet,Store,2025-01-28,POS
8963,517,41936.0,388473.0,2025-01-28,3,8.18,2.45,22.09,Debit,Store,2025-03-14,POS
8964,529,49614.0,319747.0,2025-01-31,5,21.42,0.0,107.1,Debit,Store,2025-01-31,POS
8965,686,22628.0,472700.0,2025-01-19,1,68.88,6.89,61.99,Gift Card,Store,2025-02-25,POS
8966,106,20593.0,,2025-01-22,3,27.57,0.0,82.71,Debit,Store,2025-03-05,POS
8967,751,41177.0,291319.0,2025-01-09,4,35.1,28.08,112.32,Credit,Store,2025-01-09,POS
8968,130,40076.0,330347.0,2025-01-17,5,27.49,13.74,123.71,Credit,Store,2025-01-17,POS
8969,600,17433.0,476298.0,2025-01-05,2,60.16,12.03,108.29,Cash,Store,2025-01-05,POS
8970,268,25061.0,299903.0,2025-01-24,3,30.08,0.0,90.24,Debit,Store,2025-01-24,POS
8971,467,30077.0,248019.0,2025-01-19,3,13.19,0.0,39.57,Debit,Store,2025-01-19,POS
8972,337,12094.0,,2025-01-02,3,20.48,0.0,61.44,Credit,Store,2025-02-13,POS
8973,203,31059.0,72534.0,2025-01-02,5,53.82,53.82,215.28,Debit,Store,2025-01-27,POS
8974,650,24020.0,,2025-01-28,4,28.97,23.18,92.7,Gift Card,Store,2025-02-25,POS
8975,695,41867.0,308984.0,2025-01-16,1,30.3,6.06,24.24,Mobile Wallet,Store,2025-01-16,POS
8976,67,40326.0,345403.0,2025-01-21,1,169.64,0.0,169.64,Debit,Store,2025-01-27,POS
8977,196,40369.0,204621.0,2025-01-09,2,7.43,0.0,14.86,Cash,Store,2025-02-22,POS
8978,127,47789.0,245843.0,2025-01-04,2,149.4,14.94,283.86,Credit,Store,2025-02-14,POS
8979,25,45860.0,64890.0,2025-01-16,4,28.16,0.0,112.64,Credit,Online,2025-02-18,POS
8980,664,27149.0,146050.0,2025-01-07,1,35.15,1.76,33.39,Cash,Store,2025-01-21,POS
8981,306,1666.0,318250.0,2025-01-16,5,87.56,0.0,437.8,Credit,Store,2025-01-16,POS
8982,256,9446.0,132749.0,2025-01-08,3,66.62,0.0,199.86,Credit,Store,2025-01-08,POS
8983,274,40870.0,19296.0,2025-01-12,3,17.5,10.5,42.0,Cash,Online,2025-01-12,POS
8984,297,8988.0,461093.0,2025-01-10,5,88.69,0.0,443.45,Debit,Store,2025-02-08,POS
8985,74,35453.0,,2025-01-05,1,3.87,0.39,3.48,Debit,Store,2025-02-09,POS
8986,681,48710.0,337633.0,2025-01-19,4,32.01,0.0,128.04,Cash,Store,2025-02-22,POS
8987,755,13345.0,,2025-01-17,3,42.25,0.0,126.75,Debit,Store,2025-01-17,POS
8988,563,35951.0,195828.0,2025-01-14,2,39.88,0.0,79.76,Debit,Store,2025-01-14,POS
8989,569,15699.0,,2025-01-26,2,304.72,121.89,487.55,Debit,Store,2025-01-26,POS
8990,591,41980.0,33008.0,2025-01-31,4,18.2,7.28,65.52,Credit,Store,2025-03-06,POS
8991,77,14072.0,419883.0,2025-01-07,3,40.53,0.0,121.59,Debit,Store,2025-01-21,POS
8992,109,22220.0,364237.0,2025-01-17,1,41.11,0.0,41.11,Mobile Wallet,Store,2025-01-17,POS
8993,172,321.0,16437.0,2025-01-16,1,29.16,0.0,29.16,Credit,Store,2025-01-24,POS
8994,499,39215.0,146854.0,2025-01-18,4,21.72,0.0,86.88,Credit,Store,2025-01-18,POS
8995,427,1169.0,435822.0,2025-01-11,1,18.53,3.71,14.82,Credit,Online,2025-01-11,POS
8996,488,38407.0,376144.0,2025-01-21,5,32.76,0.0,163.8,Credit,Store,2025-01-21,POS
8997,520,6330.0,487454.0,2025-01-20,2,74.72,0.0,149.44,Gift Card,Store,2025-01-20,POS
8998,473,40311.0,11699.0,2025-01-30,5,59.78,29.89,269.01,Credit,Store,2025-02-09,POS
8999,701,22783.0,,2025-01-05,1,14.85,0.74,14.11,Debit,Store,2025-01-16,POS
9000,608,47655.0,125425.0,2025-01-24,3,69.91,20.97,188.76,Credit,Online,2025-01-24,POS
9001,583,8705.0,,2025-01-27,1,53.52,5.35,48.17,Debit,Store,2025-02-24,POS
9002,726,6687.0,373175.0,2025-01-04,4,35.06,21.04,119.2,Debit,Store,2025-01-04,POS
9003,537,24274.0,300446.0,2025-01-11,4,54.42,10.88,206.8,Debit,Online,2025-01-23,POS
9004,125,960.0,414495.0,2025-01-21,5,40.85,40.85,163.4,Cash,Store,2025-01-21,POS
9005,443,47194.0,228304.0,2025-01-04,5,69.74,34.87,313.83,Debit,Store,2025-01-04,POS
9006,671,35629.0,384375.0,2025-01-28,4,24.87,0.0,99.48,Credit,Store,2025-01-28,POS
9007,50,6981.0,146774.0,2025-01-08,1,29.4,1.47,27.93,Cash,Store,2025-01-31,POS
9008,299,21183.0,111356.0,2025-01-15,5,66.65,0.0,333.25,Debit,Store,2025-01-28,POS
9009,53,17707.0,155686.0,2025-01-14,1,72.27,0.0,72.27,Debit,Store,2025-01-14,POS
9010,63,32021.0,402727.0,2025-01-17,4,188.35,150.68,602.72,Credit,Store,2025-01-17,POS
9011,586,43982.0,415034.0,2025-01-12,1,48.96,0.0,48.96,Debit,Store,2025-01-25,POS
9012,434,40973.0,396077.0,2025-01-31,2,144.65,0.0,289.3,Cash,Store,2025-03-01,POS
9013,267,48952.0,429268.0,2025-01-22,5,17.82,17.82,71.28,Credit,Store,2025-01-22,POS
9014,118,43826.0,,2025-01-18,3,152.37,0.0,457.11,Debit,Store,2025-01-18,POS
9015,408,21439.0,59978.0,2025-01-29,1,71.66,0.0,71.66,Credit,Store,2025-02-09,POS
9016,589,23293.0,365576.0,2025-01-09,5,28.62,28.62,114.48,Credit,Store,2025-01-12,POS
9017,676,16123.0,267345.0,2025-01-28,1,51.35,0.0,51.35,Debit,Store,2025-01-28,POS
9018,66,1769.0,66913.0,2025-01-19,5,26.37,0.0,131.85,Gift Card,Store,2025-01-24,POS
9019,121,5295.0,,2025-01-25,2,51.25,0.0,102.5,Debit,Store,2025-01-25,POS
9020,400,6602.0,438979.0,2025-01-27,4,47.65,0.0,190.6,Debit,Store,2025-01-28,POS
9021,181,38588.0,403864.0,2025-01-10,4,15.65,0.0,62.6,Cash,Store,2025-01-10,POS
9022,167,22845.0,8843.0,2025-01-05,4,17.55,0.0,70.2,Credit,Store,2025-01-25,POS
9023,707,30320.0,35120.0,2025-01-16,4,29.44,23.55,94.21,Credit,Store,2025-01-26,POS
